date,modules,cnt
2020-05-15, DABC-EXCEL-FOUNDATIONS-4,1
2020-05-15, DABC-PYTHON-2,1
2020-05-15, DABC-PYTHON-3,1
2020-05-15, DABC-PYTHON-EXAM,1
2020-05-15, DABC-SQL-2,3
2020-05-16, DABC-PYTHON-3,1
2020-05-17, DABC-PYTHON-3,1
2020-05-17, DABC-SQL-3,3
2020-05-18, DABC-EXCEL-FOUNDATIONS-2,1
2020-05-18, DABC-PYTHON-1,1
2020-05-18, DAI-ORIENTATION,1
2020-05-19, DABC-EXCEL-FOUNDATIONS-1,2
2020-05-19, DABC-EXCEL-FOUNDATIONS-2,1
2020-05-20, DABC-EXCEL-FOUNDATIONS-2,1
2020-05-20, DABC-SQL-2,2
2020-05-21, DABC-EXCEL-FOUNDATIONS-3,2
2020-05-21, DABC-PYTHON-1,1
2020-05-22, DABC-CAREERS-PROFESSIONAL-BRANDING,1
2020-05-22, DABC-EXCEL-FOUNDATIONS-3,1
2020-05-22, DABC-SQL-2,1
2020-05-22, GH portfolio are too fast]  User-submitted feedback ,1
2020-05-24, model are different]  User-submitted feedback ,1
2020-05-25, DABC-EXCEL-FOUNDATIONS-3,1
2020-05-26, DABC-TABLEAU-1,3
2020-05-26, these questions]  User-submitted feedback ,1
2020-05-27, DABC-TABLEAU-1,1
2020-05-27, t-test confidence intervals,1
2020-05-28, DABC-EXCEL-FOUNDATIONS-4,1
2020-05-28, DABC-SQL-1,1
2020-05-29, more realistic]  User-submitted feedback ,1
2020-05-31, DABC-EXCEL-FOUNDATIONS-4,1
2020-06-01, DABC-RETAIL-SALES,1
2020-06-01, DABC-SQL-3,1
2020-06-01, DABC-TABLEAU-1,1
2020-06-03, DABC-EXCEL-FOUNDATIONS-4,1
2020-06-03, DABC-STATS-EXCEL,1
2020-06-04, DABC-EXCEL-FOUNDATIONS-3,1
2020-06-04, DABC-ORIENTATION,1
2020-06-04, DABC-SQL-EXAM,1
2020-06-04, DABC-STATS-EXCEL,1
2020-06-05, DABC-EXCEL-FOUNDATIONS-3,1
2020-06-05, DABC-STATS-EXCEL,1
2020-06-06, DABC-ART-PRESENT-DATA,1
2020-06-06, DABC-CAPSTONE-1,1
2020-06-09, DABC-EXCEL-FOUNDATIONS-2,1
2020-06-10, DABC-EXCEL-FOUNDATIONS-1,3
2020-06-10, DABC-MARKETING-ECOMMERCE,1
2020-06-10, DABC-WAY,1
2020-06-11, DABC-ACE-BEHAVE,1
2020-06-11, DABC-CAPSTONE-1,1
2020-06-11, DABC-EXCEL-FOUNDATIONS-1,4
2020-06-11, DAI-ORIENTATION,1
2020-06-12, DABC-EXCEL-FOUNDATIONS-1,1
2020-06-12, DABC-EXCEL-FOUNDATIONS-2,2
2020-06-12, DABC-EXCEL-FOUNDATIONS-3,1
2020-06-12, DABC-PYTHON-3,1
2020-06-12, DABC-STATS-EXCEL,2
2020-06-13, DABC-EXCEL-FOUNDATIONS-2,2
2020-06-13, DABC-EXCEL-FOUNDATIONS-3,1
2020-06-13, DAI-ORIENTATION,1
2020-06-14, DABC-EXCEL-FOUNDATIONS-2,1
2020-06-15, DABC-EXCEL-FOUNDATIONS-2,1
2020-06-15, copy/paste purposes,1
2020-06-16, DABC-EXCEL-FOUNDATIONS-1,2
2020-06-16, DABC-EXCEL-FOUNDATIONS-2,2
2020-06-16, DABC-MARKETING-ECOMMERCE,1
2020-06-16, DABC-SQL-1,1
2020-06-17, DABC-EXCEL-FOUNDATIONS-4,1
2020-06-17, DABC-SQL-3,1
2020-06-19, DABC-EXCEL-FOUNDATIONS-2,2
2020-06-19, DABC-SQL-2,1
2020-06-21, DABC-PYTHON-1,2
2020-06-22, DABC-EXCEL-FOUNDATIONS-2,2
2020-06-22, DABC-SQL-1,1
2020-06-24, DABC-EXCEL-FOUNDATIONS-3,1
2020-06-24, DABC-SQL-1,1
2020-06-24, DABC-SQL-2,1
2020-06-24, DABC-TABLEAU-1,1
2020-06-25, DABC-PYTHON-1,1
2020-06-25, DABC-SQL-2,1
2020-06-26, DAI-ORIENTATION,1
2020-06-27, DABC-EXCEL-FOUNDATIONS-2,1
2020-06-27, DABC-PYTHON-1,2
2020-06-27, DABC-SQL-3,4
2020-06-28, DABC-EXCEL-FOUNDATIONS-2,1
2020-06-28, DABC-PYTHON-1,1
2020-06-29, DABC-ART-PRESENT-DATA,1
2020-06-29, DABC-EXCEL-FOUNDATIONS-4,1
2020-06-29, DABC-PYTHON-1,1
2020-06-29, DABC-SQL-3,3
2020-06-30, DABC-PYTHON-1,1
2020-06-30, DABC-SQL-3,1
2020-06-30, DABC-TABLEAU-1,1
2020-07-01, DABC-SQL-3,1
2020-07-03, DABC-ACE-BEHAVE,1
2020-07-03, DABC-EXCEL-FOUNDATIONS-4,1
2020-07-04, DABC-WAY,1
2020-07-05, DABC-PYTHON-2,2
2020-07-06, DABC-CAPSTONE-1,1
2020-07-06, DABC-PYTHON-2,1
2020-07-07, DABC-CAPSTONE-1,1
2020-07-07, DABC-EXCEL-FOUNDATIONS-3,2
2020-07-07, DABC-PYTHON-3,2
2020-07-08, DABC-ART-PRESENT-DATA,2
2020-07-08, DAI-ORIENTATION,1
2020-07-09, DABC-ART-PRESENT-DATA,4
2020-07-09, DABC-EXCEL-FOUNDATIONS-2,2
2020-07-09, DABC-EXCEL-FOUNDATIONS-3,1
2020-07-09, DABC-EXCEL-FOUNDATIONS-4,2
2020-07-09, DABC-TABLEAU-1,2
2020-07-09, DABC-TABLEAU-2,1
2020-07-09, DABC-WAY,1
2020-07-10, DABC-EXCEL-FOUNDATIONS-4,1
2020-07-10, DABC-STATS-EXCEL,1
2020-07-10, DABC-TABLEAU-1,1
2020-07-10, DABC-TABLEAU-2,1
2020-07-11, DABC-EXCEL-FOUNDATIONS-3,1
2020-07-12, DABC-EXCEL-FOUNDATIONS-4,1
2020-07-13, DABC-CAREERS-PROFESSIONAL-BRANDING,1
2020-07-13, DABC-PYTHON-3,1
2020-07-13, DABC-TABLEAU-1,3
2020-07-14, DABC-TABLEAU-1,2
2020-07-15, DA.,1
2020-07-15, DABC-EXCEL-FOUNDATIONS-2,1
2020-07-15, DABC-PYTHON-3,1
2020-07-16, DA-SUPPORT-NETWORK,1
2020-07-16, DABC-STATS-EXCEL,1
2020-07-16, DABC-TABLEAU-1,1
2020-07-16, DABC-WAY,1
2020-07-16, descriptive statistics in Excel,1
2020-07-17, DABC-RETAIL-SALES,1
2020-07-22, DABC-EXCEL-FOUNDATIONS-2,3
2020-07-22, DABC-EXCEL-FOUNDATIONS-4,1
2020-07-23, DABC-EXCEL-FOUNDATIONS-2,1
2020-07-23, DABC-EXCEL-FOUNDATIONS-3,2
2020-07-23, DABC-SQL-2,2
2020-07-23, Qualified autograding ,1
2020-07-24, DABC-EXCEL-FOUNDATIONS-2,2
2020-07-24, DABC-PYTHON-3,1
2020-07-26, DABC-PYTHON-3,1
2020-07-27, DABC-EXCEL-FOUNDATIONS-3,1
2020-07-27, DABC-EXCEL-FOUNDATIONS-4,1
2020-07-27, DABC-SQL-3,2
2020-07-27, SQL Assessments,1
2020-07-28, DABC-EXCEL-FOUNDATIONS-1,1
2020-07-28, DABC-EXCEL-FOUNDATIONS-3,1
2020-07-29, DA. ,1
2020-07-29, DABC-EXCEL-FOUNDATIONS-2,2
2020-07-29, da-careers-networking,1
2020-07-30, DABC-EXCEL-FOUNDATIONS-4,1
2020-07-30, DABC-SQL-EXAM,2
2020-07-30, DABC-WAY,1
2020-07-31, DABC-EXCEL-FOUNDATIONS-4,1
2020-08-03, DABC-ART-PRESENT-DATA,1
2020-08-03, DABC-CAREERS-JOBS,1
2020-08-03, DABC-TABLEAU-1,3
2020-08-04, DABC-EXCEL-FOUNDATIONS-2,2
2020-08-04, DABC-MARKETING-ECOMMERCE,1
2020-08-04, DABC-PYTHON-1,1
2020-08-04, DABC-SQL-3,1
2020-08-04, DABC-TABLEAU-1,4
2020-08-05, DABC-RETAIL-SALES,1
2020-08-05, DABC-TABLEAU-1,2
2020-08-06, DABC-TABLEAU-1,1
2020-08-07, DABC-EXCEL-FOUNDATIONS-1,1
2020-08-07, DABC-EXCEL-FOUNDATIONS-4,1
2020-08-08, DABC-EXCEL-FOUNDATIONS-2,2
2020-08-09, DABC-RETAIL-SALES,1
2020-08-09, DABC-SQL-3,1
2020-08-10, DABC-EXCEL-FOUNDATIONS-1,1
2020-08-10, DABC-PYTHON-1,1
2020-08-10, DABC-TABLEAU-1,1
2020-08-11, DABC-CAREERS-PROFESSIONAL-BRANDING,1
2020-08-11, DABC-RETAIL-SALES,1
2020-08-11, DABC-STATS-EXCEL,1
2020-08-12, DABC-STATS-EXCEL,1
2020-08-12, analyzing retail sales/Tableau,1
2020-08-12, retail sales/Excel wrangling,1
2020-08-13, DABC-CAPSTONE-1,1
2020-08-13, DABC-SQL-1,1
2020-08-13, DABC-SQL-3,1
2020-08-13, DABC-TABLEAU-1,1
2020-08-13, UNION checkpoint,1
2020-08-13,mula]User-submitted feedback ,1
2020-08-14, DABC-EXCEL-FOUNDATIONS-3,1
2020-08-14, DABC-PYTHON-1,1
2020-08-14, DABC-SQL-1,1
2020-08-14, descriptive statistics practice -- Excel,1
2020-08-15, DABC-SQL-1,1
2020-08-15, DABC-TABLEAU-1,1
2020-08-16, DABC-TABLEAU-1,1
2020-08-17, 2.3.A ,1
2020-08-17, DABC-EXCEL-FOUNDATIONS-1,2
2020-08-17, DABC-EXCEL-FOUNDATIONS-3,1
2020-08-17, DABC-SQL-2,1
2020-08-17, DABC-TABLEAU-1,1
2020-08-17, da-careers-personal-branding,1
2020-08-18, DABC-EXCEL-FOUNDATIONS-1,1
2020-08-18, DABC-SQL-2,1
2020-08-18, DABC-SUPPORT,1
2020-08-18, DABC-TABLEAU-2,1
2020-08-19, DABC-EXCEL-FOUNDATIONS-3,1
2020-08-19, DABC-EXCEL-FOUNDATIONS-4,1
2020-08-19, DABC-MARKETING-ECOMMERCE,2
2020-08-20, DABC-EXCEL-FOUNDATIONS-3,2
2020-08-20, Python fundamentals exam,1
2020-08-20, Qualified,1
2020-08-20, SQL <> Qualified,1
2020-08-21, DABC-EXCEL-FOUNDATIONS-2,1
2020-08-22, DABC-EXCEL-FOUNDATIONS-1,1
2020-08-22, DABC-EXCEL-FOUNDATIONS-3,1
2020-08-22, DABC-EXCEL-FOUNDATIONS-4,1
2020-08-22, DAI-ORIENTATION,1
2020-08-23, DABC-EXCEL-FOUNDATIONS-2,2
2020-08-24, DABC-CAPSTONE-3,1
2020-08-24, DABC-EXCEL-FOUNDATIONS-1,1
2020-08-24, DABC-SQL-1,1
2020-08-24, DABC-TABLEAU-1,2
2020-08-24, DABC-WAY,1
2020-08-24, DAI-ORIENTATION,1
2020-08-24, apple]User-submitted feedback ,1
2020-08-25, DABC-EXCEL-FOUNDATIONS-2,1
2020-08-25, DABC-EXCEL-FOUNDATIONS-4,1
2020-08-25,matting]User-submitted feedback ,1
2020-08-26, DABC-EXCEL-FOUNDATIONS-2,1
2020-08-27, DABC-RETAIL-SALES,1
2020-08-27, DABC-SQL-2,3
2020-08-28, DABC-EXCEL-FOUNDATIONS-2,2
2020-08-28, DABC-EXCEL-FOUNDATIONS-3,1
2020-08-28, DABC-EXCEL-FOUNDATIONS-4,2
2020-08-28, DABC-SQL-3,2
2020-08-30, DABC-EXCEL-FOUNDATIONS-2,1
2020-08-30, DABC-EXCEL-FOUNDATIONS-4,1
2020-08-30, DABC-RETAIL-SALES,1
2020-08-30, DABC-SQL-1,1
2020-08-30, DABC-SQL-2,2
2020-08-31, DABC-EXCEL-FOUNDATIONS-3,1
2020-08-31, DABC-SQL-3,1
2020-09-01, DABC-CAPSTONE-3,1
2020-09-01, DABC-EXCEL-FOUNDATIONS-2-PREP,2
2020-09-01, DABC-EXCEL-FOUNDATIONS-3,1
2020-09-01, DABC-SQL-3,2
2020-09-01, DABC-WAY,1
2020-09-02, DABC-EXCEL-FOUNDATIONS-4,2
2020-09-02, DABC-ORIENTATION-PREP,1
2020-09-02, DABC-SQL-3,2
2020-09-03, DABC-CAPSTONE-3,1
2020-09-03, DABC-EXCEL-FOUNDATIONS-2,3
2020-09-03, DABC-EXCEL-FOUNDATIONS-4,4
2020-09-04, DABC-EXCEL-FOUNDATIONS-1,2
2020-09-04, DABC-RETAIL-SALES,1
2020-09-05, DABC-EXCEL-FOUNDATIONS-2,1
2020-09-05, DABC-ORIENTATION-PREP,1
2020-09-07, DABC-ORIENTATION-PREP,1
2020-09-07, DABC-SQL-3,2
2020-09-08, DABC-EXCEL-FOUNDATIONS-2,1
2020-09-08, DABC-TABLEAU-1,1
2020-09-09, DABC-ART-PRESENT-DATA,1
2020-09-09, DABC-WAY,2
2020-09-09, Excel Foundations IV,1
2020-09-10, DABC-CAPSTONE-3,1
2020-09-10, DABC-EXCEL-FOUNDATIONS-2,1
2020-09-10, DABC-EXCEL-FOUNDATIONS-4,3
2020-09-10, DABC-SQL-1,1
2020-09-10, DABC-SQL-3,1
2020-09-10, DABC-STATS-EXCEL,2
2020-09-10, da-careers-networking,2
2020-09-11, DABC-EXCEL-FOUNDATIONS-1,1
2020-09-11, DABC-TABLEAU-1,1
2020-09-11, DAI-ORIENTATION,1
2020-09-12, DABC-ACE-BEHAVE,1
2020-09-12, DABC-EXCEL-FOUNDATIONS-1,2
2020-09-12, DABC-EXCEL-FOUNDATIONS-2,2
2020-09-12, DABC-ORIENTATION-PREP,1
2020-09-12, DABC-TABLEAU-1,1
2020-09-13, DABC-CAPSTONE-1,1
2020-09-14, DABC-EXCEL-FOUNDATIONS-4,1
2020-09-14, DABC-MARKETING-ECOMMERCE,1
2020-09-15, DABC-ACE-CASE,1
2020-09-15, DABC-EXCEL-FOUNDATIONS-2,1
2020-09-15, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-09-15, DABC-ORIENTATION-PREP,1
2020-09-15, DABC-RETAIL-SALES,1
2020-09-15, DABC-TABLEAU-1,1
2020-09-16, DABC-EXCEL-FOUNDATIONS-1,1
2020-09-16, DABC-EXCEL-FOUNDATIONS-2,1
2020-09-16, DABC-MARKETING-ECOMMERCE,2
2020-09-16, DABC-ORIENTATION-PREP,1
2020-09-16, DABC-STATS-EXCEL,1
2020-09-17, DABC-EXCEL-FOUNDATIONS-2,4
2020-09-17, DABC-PYTHON-2,1
2020-09-17, DABC-TABLEAU-1,1
2020-09-18, DABC-EXCEL-FOUNDATIONS-2,3
2020-09-18, DABC-STATS-EXCEL,1
2020-09-18, DABC-TABLEAU-2,1
2020-09-19, DABC-RETAIL-SALES,1
2020-09-19, DABC-TABLEAU-1,1
2020-09-19, DABC-WAY,2
2020-09-20, DABC-EXCEL-FOUNDATIONS-1,1
2020-09-20, DABC-EXCEL-FOUNDATIONS-2,2
2020-09-20, DABC-SQL-1,1
2020-09-20, DABC-TABLEAU-1,2
2020-09-21, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-09-21, DABC-EXCEL-FOUNDATIONS-4,1
2020-09-21, DABC-RETAIL-SALES,1
2020-09-21, DABC-SQL-1,1
2020-09-22, DABC-EXCEL-FOUNDATIONS-3,1
2020-09-22, DABC-MARKETING-ECOMMERCE,1
2020-09-22, DABC-SQL-1,2
2020-09-22, DABC-SQL-2,1
2020-09-22, DABC-TABLEAU-1,7
2020-09-23, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-09-23, DABC-EXCEL-FOUNDATIONS-4,2
2020-09-23, DABC-SQL-1,1
2020-09-23, DABC-SQL-2,1
2020-09-23, da-careers-job-searching,1
2020-09-24, DABC-EXCEL-FOUNDATIONS-4,16
2020-09-24, DABC-SQL-3,1
2020-09-24, DABC-TABLEAU-1,1
2020-09-24, DABC-WAY,1
2020-09-25, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-09-25, DABC-MARKETING-ECOMMERCE,1
2020-09-25, DABC-SQL-1,1
2020-09-25, DABC-TABLEAU-1,1
2020-09-26, DABC-EXCEL-FOUNDATIONS-2-PREP,3
2020-09-26, DABC-TABLEAU-1,2
2020-09-26, grader]User-submitted feedback ,1
2020-09-27, DABC-CAPSTONE-1,1
2020-09-27, DABC-DAI-PREP-ASSESSMENT,1
2020-09-27, DABC-EXCEL-FOUNDATIONS-4,1
2020-09-27, DABC-SQL-1,1
2020-09-28, DABC-ART-PRESENT-DATA,1
2020-09-28, DABC-EXCEL-FOUNDATIONS-1,1
2020-09-28, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-09-28, DABC-EXCEL-FOUNDATIONS-3,3
2020-09-28, DABC-PYTHON-3,2
2020-09-28, DABC-SQL-1,1
2020-09-29, DABC-EXCEL-FOUNDATIONS-1,3
2020-09-29, DABC-EXCEL-FOUNDATIONS-2,1
2020-09-29, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-09-29, DABC-ORIENTATION-PREP,1
2020-09-29, DABC-SQL-1,1
2020-09-29, DABC-TABLEAU-1,1
2020-09-29, DABC-WAY,1
2020-09-30, DA-SUPPORT-NETWORK,1
2020-09-30, DABC-ART-PRESENT-DATA,2
2020-09-30, DABC-CAPSTONE-1,4
2020-09-30, DABC-EXCEL-FOUNDATIONS-1,2
2020-09-30, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-09-30, DABC-TABLEAU-1,2
2020-09-30, DABC-WAY,1
2020-10-01, DABC-CAREERS-NETWORKING,1
2020-10-01, DABC-ORIENTATION,1
2020-10-01, DABC-SQL-2,2
2020-10-01, da-careers-personal-branding,1
2020-10-02, DA-SUPPORT-NETWORK,1
2020-10-02, DABC-EXCEL-FOUNDATIONS-1,1
2020-10-02, DABC-EXCEL-FOUNDATIONS-2,1
2020-10-02, DABC-EXCEL-FOUNDATIONS-2-PREP,2
2020-10-02, DABC-EXCEL-FOUNDATIONS-3,1
2020-10-02, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-02, DABC-ORIENTATION,1
2020-10-02, DABC-SQL-2,1
2020-10-02, DABC-TABLEAU-1,1
2020-10-02, DABC-WAY,2
2020-10-03, DABC-SQL-2,2
2020-10-04, DABC-EXCEL-FOUNDATIONS-3,1
2020-10-04, DABC-TABLEAU-1,1
2020-10-05, DABC-EXCEL-FOUNDATIONS-1,1
2020-10-05, DABC-EXCEL-FOUNDATIONS-2,1
2020-10-05, da-careers-job-searching,1
2020-10-06, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-10-06, DABC-EXCEL-FOUNDATIONS-3,1
2020-10-06, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-06, DABC-PYTHON-EXAM,1
2020-10-06, DABC-TABLEAU-1,1
2020-10-07, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-10-07, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-07, DABC-TABLEAU-1,1
2020-10-07, DABC-WAY,1
2020-10-08, DABC-EXCEL-FOUNDATIONS-4,2
2020-10-08, DABC-PYTHON-1,1
2020-10-09, DABC-EXCEL-FOUNDATIONS-1,1
2020-10-09, DABC-EXCEL-FOUNDATIONS-2,1
2020-10-09, DABC-RETAIL-SALES,1
2020-10-09, DABC-SQL-3,2
2020-10-09, da-careers-personal-branding,1
2020-10-10, DABC-SQL-3,1
2020-10-11, DABC-EXCEL-FOUNDATIONS-1,1
2020-10-12, DABC-ART-PRESENT-DATA,2
2020-10-12, DABC-CAREERS-JOBS,1
2020-10-13, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-13, DABC-STATS-EXCEL,1
2020-10-13, DABC-TABLEAU-1,2
2020-10-14, DABC-ACE-CULT,1
2020-10-14, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-10-14, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-14, DABC-TABLEAU-1,1
2020-10-15, DABC-CAPSTONE-1,1
2020-10-15, DABC-EXCEL-FOUNDATIONS-1,1
2020-10-15, DABC-EXCEL-FOUNDATIONS-2,1
2020-10-15, DABC-MARKETING-ECOMMERCE,1
2020-10-15, DABC-PYTHON-1,1
2020-10-15, DABC-TABLEAU-1,1
2020-10-15, DABC-TABLEAU-2,1
2020-10-16, DABC-CAREERS-PROFESSIONAL-BRANDING,1
2020-10-18, DABC-PYTHON-2,1
2020-10-18, DABC-RETAIL-SALES,2
2020-10-18, DABC-SQL-1,1
2020-10-18, DABC-TABLEAU-1,1
2020-10-19, DABC-EXCEL-FOUNDATIONS-2-PREP,1
2020-10-19, DABC-EXCEL-FOUNDATIONS-3,1
2020-10-19, DABC-PYTHON-2,3
2020-10-19, DABC-RETAIL-SALES,1
2020-10-19,mula]User-submitted feedback ,1
2020-10-20, DABC-EXCEL-FOUNDATIONS-1,1
2020-10-20, DABC-PYTHON-2,1
2020-10-20, DABC-RETAIL-SALES,2
2020-10-21, DABC-DAI-PREP-ASSESSMENT,1
2020-10-21, DABC-PYTHON-2,1
2020-10-21, DABC-SQL-1,2
2020-10-21,mula]User-submitted feedback ,1
2020-10-22, DABC-CAPSTONE-1,1
2020-10-22, DABC-DAI-PREP-ASSESSMENT,1
2020-10-22, DABC-EXCEL-FOUNDATIONS-2,1
2020-10-22, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-22, DABC-PYTHON-DAI,1
2020-10-22, DABC-SQL-2,1
2020-10-22, DABC-STATS-EXCEL,2
2020-10-22, DABC-TABLEAU-1,2
2020-10-23, DABC-SQL-3,1
2020-10-23, DAI-ORIENTATION,1
2020-10-23, way of the data analyst,1
2020-10-25, DABC-DAI-PREP-ASSESSMENT,1
2020-10-25, DABC-EXCEL-FOUNDATIONS-1,3
2020-10-25, DABC-EXCEL-FOUNDATIONS-2,1
2020-10-26, DABC-PYTHON-DAI,1
2020-10-26, DABC-SQL-1,1
2020-10-26, DABC-STATS-EXCEL,1
2020-10-27, DABC-EXCEL-FOUNDATIONS-3,1
2020-10-27, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-27, DABC-PYTHON-2,2
2020-10-27, DABC-SQL-2,1
2020-10-27, DABC-TABLEAU-2,1
2020-10-28, DABC-SQL-1,2
2020-10-28, DABC-TABLEAU-1,1
2020-10-29, DABC-DAI-PREP-ASSESSMENT,2
2020-10-29, DABC-EXCEL-FOUNDATIONS-1,1
2020-10-29, DABC-EXCEL-FOUNDATIONS-4,1
2020-10-29, DABC-MARKETING-ECOMMERCE,1
2020-10-29, DABC-TABLEAU-1,2
2020-10-29, DABC-TABLEAU-2,1
2020-10-29, da-careers-personal-branding,1
2020-10-30, DABC-PYTHON-DAI,1
2020-10-30, DABC-TABLEAU-1,2
2020-10-30, da-careers-personal-branding,1
2020-10-31, DABC-ACE-CULT,1
2020-11-01, DABC-DAI-PREP-ASSESSMENT,1
2020-11-01, DABC-EXCEL-FOUNDATIONS-4,1
2020-11-01, DABC-TABLEAU-1,1
2020-11-02, DABC-EXCEL-FOUNDATIONS-3,1
2020-11-02, DABC-EXCEL-FOUNDATIONS-4,1
2020-11-03, DABC-DAI-PREP-ASSESSMENT,1
2020-11-03, DABC-EXCEL-FOUNDATIONS-1,1
2020-11-03, DABC-ORIENTATION-PREP,1
2020-11-03, DABC-TABLEAU-1,5
2020-11-04, DABC-EXCEL-FOUNDATIONS-3,1
2020-11-04, DABC-PYTHON-EXAM,1
2020-11-04, DABC-STATS-EXCEL,1
2020-11-04, DABC-TABLEAU-1,5
2020-11-05, DABC-EXCEL-FOUNDATIONS-2,1
2020-11-05, DABC-TABLEAU-2,2
2020-11-06, DABC-EXCEL-FOUNDATIONS-4,3
2020-11-06, DABC-SQL-EXAM,1
2020-11-06, DABC-WAY,1
2020-11-07, DABC-DAI-PREP-ASSESSMENT,1
2020-11-07, DABC-EXCEL-FOUNDATIONS-1,1
2020-11-09, DABC-PYTHON-1,2
2020-11-09, DABC-SQL-3,1
2020-11-10, DABC-DAI-PREP-ASSESSMENT,1
2020-11-10, DABC-RETAIL-SALES,1
2020-11-10, test course,1
2020-11-11, DABC-RETAIL-SALES,4
2020-11-11, DABC-SQL-EXAM,1
2020-11-12, DABC-ORIENTATION-PREP,1
2020-11-12, da-careers-personal-branding,1
2020-11-13, DABC-EXCEL-FOUNDATIONS-2,1
2020-11-13, DABC-SQL-3,1
2020-11-13, DABC-SQL-EXAM,1
2020-11-13, DABC-STATS-EXCEL,1
2020-11-13, DABC-TABLEAU-2,1
2020-11-14, DABC-RETAIL-SALES,2
2020-11-14, DABC-STATS-EXCEL,1
2020-11-15, DABC-RETAIL-SALES,1
2020-11-16, DABC-CAPSTONE-1,2
2020-11-16, DABC-ORIENTATION-PREP,1
2020-11-16, DABC-PYTHON-1,1
2020-11-16, DABC-TABLEAU-1,1
2020-11-17, DABC-CAPSTONE-1,1
2020-11-17, DABC-EXCEL-FOUNDATIONS-2,4
2020-11-17, DABC-EXCEL-FOUNDATIONS-3,1
2020-11-17, DABC-MARKETING-ECOMMERCE,1
2020-11-17, DABC-PYTHON-1,2
2020-11-17, DABC-TABLEAU-1,1
2020-11-18, DA-SUPPORT-NETWORK,1
2020-11-18, DABC-EXCEL-FOUNDATIONS-2,1
2020-11-18, DABC-MARKETING-ECOMMERCE,1
2020-11-18, DABC-TABLEAU-1,5
2020-11-18, da-careers-personal-branding,1
2020-11-19, DABC-ACE-CASE,1
2020-11-19, DABC-CAPSTONE-1,1
2020-11-19, DABC-ORIENTATION,2
2020-11-19, DABC-SQL-2,1
2020-11-19, DABC-TABLEAU-1,1
2020-11-19, DABC-WAY,1
2020-11-20, DABC-CAPSTONE-1,1
2020-11-20, DABC-IMM-ORIENT,2
2020-11-20, DABC-PYTHON-1,1
2020-11-21, DABC-EXCEL-FOUNDATIONS-1,1
2020-11-21, DABC-EXCEL-FOUNDATIONS-2,1
2020-11-21, DABC-IMM-ORIENT,3
2020-11-21, DABC-SQL-2,1
2020-11-22, DABC-DAI-PREP-ASSESSMENT,1
2020-11-22, DABC-EXCEL-FOUNDATIONS-2,1
2020-11-22, DABC-IMM-ORIENT,1
2020-11-22, DABC-STATS-EXCEL,1
2020-11-23, DABC-ACE-CASE,1
2020-11-23, DABC-EXCEL-FOUNDATIONS-2,1
2020-11-23, DABC-IMM-ORIENT,1
2020-11-23, DABC-MARKETING-ECOMMERCE,1
2020-11-23, DABC-PYTHON-DAI,1
2020-11-25, DABC-IMM-ORIENT,3
2020-11-25, DABC-MARKETING-ECOMMERCE,1
2020-11-25, DABC-PYTHON-DAI,1
2020-11-25, DABC-TABLEAU-1,1
2020-11-25, DABC-TABLEAU-2,1
2020-11-26, DABC-IMM-ORIENT,1
2020-11-27, DABC-DAI-PREP-ASSESSMENT,1
2020-11-27, DABC-EXCEL-FOUNDATIONS-2,1
2020-11-27, DABC-PYTHON-1,1
2020-11-28, DABC-RETAIL-SALES,1
2020-11-30, DABC-CAPSTONE-3,1
2020-11-30, DABC-IMM-ORIENT,1
2020-12-01, DABC-EXCEL-FOUNDATIONS-4,1
2020-12-01, DABC-RETAIL-SALES,1
2020-12-02, DABC-EXCEL-FOUNDATIONS-3,1
2020-12-02, DABC-EXCEL-FOUNDATIONS-4,1
2020-12-02, DABC-MARKETING-ECOMMERCE,1
2020-12-02, DABC-ORIENTATION,2
2020-12-02, DABC-PYTHON-1,1
2020-12-02, DABC-RETAIL-SALES,1
2020-12-03, DABC-EXCEL-FOUNDATIONS-3,1
2020-12-03, DABC-RETAIL-SALES,1
2020-12-03, DABC-SQL-EXAM,1
2020-12-04, DABC-ART-PRESENT-DATA,1
2020-12-04, DABC-SQL-EXAM,1
2020-12-05, DABC-EXCEL-FOUNDATIONS-2,1
2020-12-05, DABC-PYTHON-1,2
2020-12-05, DABC-SQL-1,1
2020-12-06, DABC-EXCEL-FOUNDATIONS-1,1
2020-12-06, DABC-EXCEL-FOUNDATIONS-3,2
