,date,modules,cnt
405,2019-12-04, DSBC-PYTHON-2,1
406,2019-12-05, DSBC-EXP-DES-V2,2
407,2019-12-05, DSBC-MODEL-PREP,1
408,2019-12-05, DSBC-NEURAL-NETWORKS,1
409,2019-12-05, DSF-ORIENTATION,1
410,2019-12-06, DSBC-PYTHON-1,2
411,2019-12-07, DSBC-1-CAPSTONE-EXP-DES,1
412,2019-12-07, DSBC-BIOSTATS,2
413,2019-12-07, DSBC-NETWORKING,1
414,2019-12-09, 1.96 ,1
415,2019-12-09, DSBC-CLUSTER,1
416,2019-12-09, DSBC-MODEL-PREP,2
417,2019-12-09, DSBC-SQL-EXAM,1
418,2019-12-10, DSBC-CLASSIFICATIONS,1
419,2019-12-10, DSBC-MODEL-PREP,2
420,2019-12-11, DSBC-1-CAPSTONE-EXP-DES,2
421,2019-12-11, DSBC-MODEL-PREP,3
422,2019-12-11, DSBC-NETWORKING,1
423,2019-12-12, DSBC-1-CAPSTONE-EXP-DES,1
424,2019-12-12, DSBC-MODEL-PREP,2
425,2019-12-12, DSBC-PYTHON-4,1
426,2019-12-13, DSBC-MODEL-PREP,1
427,2019-12-15, DSBC-EXP-DES-V2,2
428,2019-12-15, DSBC-REGRESSION-PROBLEMS,1
429,2019-12-16, DSBC-CLASSIFICATION-PROBLEMS,1
430,2019-12-16, DSBC-MODEL-PREP,1
431,2019-12-16, DSBC-PYTHON-1,1
432,2019-12-16, DSBC-PYTHON-3,1
433,2019-12-17, DSBC-CLUSTER,1
434,2019-12-17, DSBC-EXP-DES-V2,1
435,2019-12-18, DSBC-EXP-DES-V2,1
436,2019-12-18, DSBC-MODEL-PREP,1
437,2019-12-19, DSBC-1-CAPSTONE-EXP-DES,1
438,2019-12-19, DSBC-CLASSIFICATIONS,3
439,2019-12-19, DSF-ORIENTATION,1
440,2019-12-20, DSBC-EXP-DES-V2,1
441,2019-12-20, DSBC-MODEL-PREP,1
442,2019-12-20, DSBC-PYTHON-2,1
443,2019-12-20, DSBC-REGRESSION-PROBLEMS,1
444,2019-12-21, DSBC-EXP-DES-V2,1
445,2019-12-21, DSF-ORIENTATION,1
446,2019-12-22, DSBC-MODEL-PREP,1
447,2019-12-23, DSBC-EXP-DES-V2,1
448,2019-12-24, DSBC-CAPSTONE-SUPERVISED-LEARNING,1
449,2019-12-25, DSBC-CLASSIFICATION-PROBLEMS,1
450,2019-12-28, DSBC-1-CAPSTONE-EXP-DES,1
451,2019-12-28, DSBC-BIOSTATS,1
452,2019-12-28, DSBC-EXP-DES-V2,3
453,2019-12-28, DSBC-SQL-FOUNDATIONS-3,1
454,2019-12-29, DSBC-TENSOR-FLOW,1
455,2019-12-30, DSBC-EXP-DES-V2,2
456,2019-12-30, DSBC-MODEL-PREP,1
457,2019-12-30, DSBC-PYTHON-2,1
458,2019-12-30, DSBC-PYTHON-SELF-SUFF,1
459,2019-12-30, DSBC-REGRESSION-PROBLEMS,1
460,2019-12-31, DSBC-NEURAL-NETWORKS,1
461,2019-12-31, DSBC-PYTHON-1,1
462,2020-01-01, DSBC-INTERVIEWING,1
463,2020-01-02, DSBC-CLUSTER,2
464,2020-01-02, DSBC-MODEL-PREP,1
465,2020-01-03, DSBC-CLASSIFICATIONS,1
466,2020-01-03, DSBC-MODEL-PREP,1
467,2020-01-04, DSBC-1-CAPSTONE-EXP-DES,1
468,2020-01-04, DSBC-MODEL-PREP,1
469,2020-01-05, DSBC-PYTHON-2,3
470,2020-01-05, DSF-ORIENTATION,1
471,2020-01-06, DSBC-PYTHON-SELF-SUFF,1
472,2020-01-07, DSBC-ALGORITHMS-DATA-STRUCTURES,1
473,2020-01-07, DSBC-TIME-SERIES,1
474,2020-01-07, DSBC-WAY-OF-DATA-SCIENTIST,1
475,2020-01-08, DSBC-ORIENTATION-DSI,1
476,2020-01-09, DSBC-MODEL-PREP,1
477,2020-01-09, DSBC-PYTHON-1,4
478,2020-01-09, DSBC-PYTHON-2,2
479,2020-01-10, DS-GIT,1
480,2020-01-10, DSBC-CLASSIFICATIONS,2
481,2020-01-10, DSBC-PYTHON-1,1
482,2020-01-10, DSBC-PYTHON-2,3
483,2020-01-11, DS-GIT,2
484,2020-01-11, DSBC-SIMILARITY-MODELS,1
485,2020-01-12, DSBC-CLUSTER,1
486,2020-01-12, DSBC-MODEL-PREP,1
487,2020-01-13, DSBC-EXP-DES-V2,1
488,2020-01-13, DSBC-PYTHON-2,1
489,2020-01-13, DSBC-PYTHON-3,1
490,2020-01-13, DSBC-REGRESSION-PROBLEMS,1
491,2020-01-14, DSBC-CLUSTER,1
492,2020-01-14, DSBC-PYTHON-1,1
493,2020-01-14, DSBC-PYTHON-2,1
494,2020-01-14, DSBC-PYTHON-3,1
495,2020-01-14, DSBC-WAY-OF-DATA-SCIENTIST,1
496,2020-01-15, DSBC-EXP-DES-V2,1
497,2020-01-15, DSBC-PYTHON-2,1
498,2020-01-15, DSBC-SQL-FOUNDATIONS-3,2
499,2020-01-15,mula parentheses] User-submitted feedback ,1
500,2020-01-16, DSBC-PYTHON-2,1
501,2020-01-16, DSBC-PYTHON-4,2
502,2020-01-16, DSBC-SQL-FOUNDATIONS-3,1
503,2020-01-17, DSBC-1-CAPSTONE-EXP-DES,1
504,2020-01-17, DSBC-PYTHON-4,1
505,2020-01-18, DSBC-1-CAPSTONE-EXP-DES,1
506,2020-01-18, DSBC-PYTHON-2,1
507,2020-01-19, DSBC-BIG-DATA-V2,1
508,2020-01-19, DSBC-BIOSTATS,2
509,2020-01-20, DSBC-PYTHON-2,1
510,2020-01-20, DSBC-SQL-FOUNDATIONS-1,3
511,2020-01-20, SQL]  User-submitted feedback ,1
512,2020-01-21, DSBC-EXP-DES-V2,1
513,2020-01-22, DSBC-INTERVIEWING,1
514,2020-01-23, DSBC-SQL-FOUNDATIONS-3,1
515,2020-01-24, DSBC-CLUSTER,1
516,2020-01-24, DSBC-PYTHON-3,2
517,2020-01-25, DS-PHONE-SCREEN,1
518,2020-01-26, DSBC-PYTHON-3,1
519,2020-01-26, DSBC-SQL-FOUNDATIONS-3,1
520,2020-01-27, DSBC-EXP-DES-V2,2
